Customer,State Code,Coverage,Education,Accident Date,Report Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
QR87004,OK,Basic,College,1/6/2012,26/5/2013,Employed,F,25141,Rural,Divorced,Personal Auto,Scratch/Dent,Agent,25.438063,Four-Door Car,Medsize
OE75747,OK,Basic,College,22/8/2017,27/8/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Scratch/Dent,Agent,292.8,Four-Door Car,Small
DX91392,MO,Basic,High School or Below,12/10/2016,31/3/2017,Employed,M,51066,Suburban,Single,Personal Auto,Hail,Call Center,787.993313,Four-Door Car,Medsize
AB72731,MO,Basic,Bachelor,6/8/2011,24/11/2012,Employed,F,28358,Rural,Married,Personal Auto,Hail,Call Center,84.024413,Sports Car,Medsize
RU49126,KS,Basic,College,1/3/2010,11/12/2015,Employed,F,61846,Rural,Married,Personal Auto,Hail,Agent,215.8182,SUV,Medsize
IS12901,NE,Basic,Bachelor,28/11/2014,11/9/2017,Employed,F,90972,Urban,Married,Personal Auto,Hail,Call Center,232.926145,Two-Door Car,Medsize
IX37561,KS,Basic,College,8/3/2016,12/11/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Web,532.8,Two-Door Car,Medsize
HH90090,MO,Basic,Bachelor,22/5/2013,8/11/2013,Employed,F,29549,Suburban,Divorced,Personal Auto,Hail,Call Center,710.433775,Sports Car,Small
IU25463,MO,Premium,Bachelor,17/7/2017,14/8/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,552,Four-Door Car,Medsize
KC11055,OK,Extended,Bachelor,5/6/2014,23/7/2014,Employed,F,39411,Suburban,Married,Personal Auto,Scratch/Dent,Branch,1122.658899,Luxury Car,Medsize
PD33979,IA,Basic,High School or Below,22/2/2010,7/4/2012,Employed,M,21709,Suburban,Married,Personal Auto,Hail,Branch,408.374746,Four-Door Car,Large
NK71023,OK,Extended,Bachelor,21/1/2014,1/3/2014,Employed,M,67890,Suburban,Single,Personal Auto,Other,Agent,408,Four-Door Car,Small
AB13432,MO,Basic,Bachelor,14/7/2014,13/2/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,792,SUV,Medsize
OZ97704,MO,Basic,High School or Below,15/4/2012,21/12/2012,Employed,F,84311,Suburban,Single,Personal Auto,Scratch/Dent,Call Center,532.8,SUV,Small
UF46533,MO,Basic,College,26/1/2013,22/11/2013,Employed,F,99316,Suburban,Single,Corporate Auto,Hail,Branch,754.358929,SUV,Medsize
XP47431,NE,Extended,Bachelor,22/5/2011,28/3/2017,Employed,F,54507,Suburban,Married,Personal Auto,Hail,Agent,702.990032,SUV,Medsize
GK73582,MO,Extended,Bachelor,18/3/2011,21/7/2014,Employed,F,64586,Urban,Single,Personal Auto,Scratch/Dent,Branch,206.837111,Four-Door Car,Medsize
RV98763,IA,Extended,College,4/8/2013,6/9/2014,Employed,M,61709,Urban,Married,Personal Auto,Scratch/Dent,Branch,275.395894,Four-Door Car,Medsize
II62831,MO,Basic,Master,26/9/2015,26/7/2016,Employed,M,94656,Urban,Married,Special Auto,Other,Web,459.738128,SUV,Medsize
XK33449,MO,Basic,High School or Below,26/4/2010,13/6/2016,Unemployed,F,0,Suburban,Single,Special Auto,Other,Branch,496.8,Two-Door Car,Small
TR85083,MO,Basic,Bachelor,17/7/2010,23/8/2017,Employed,M,61085,Suburban,Married,Personal Auto,Hail,Branch,336,Two-Door Car,Medsize
EO95328,IA,Basic,Bachelor,13/1/2015,6/3/2015,Employed,F,89284,Suburban,Married,Personal Auto,Other,Agent,321.6,Two-Door Car,Small
EN21086,NE,Basic,High School or Below,8/2/2010,18/10/2011,Unemployed,F,0,Suburban,Divorced,Personal Auto,Collision,Branch,302.4,Four-Door Car,Small
YL83902,KS,Extended,Bachelor,10/8/2010,29/11/2010,Employed,F,31686,Suburban,Married,Personal Auto,Collision,Agent,430.994107,Four-Door Car,Small
AZ62651,IA,Premium,High School or Below,4/1/2017,4/2/2017,Employed,M,56855,Suburban,Single,Corporate Auto,Other,Web,1836,Luxury SUV,Medsize
ZW25874,IA,Basic,Bachelor,20/5/2011,21/9/2011,Employed,M,53703,Rural,Single,Special Auto,Collision,Branch,67.632476,Four-Door Car,Medsize
EH41854,KS,Extended,High School or Below,11/8/2017,8/9/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Branch,844.481918,Two-Door Car,Medsize
MW70227,MO,Extended,College,15/9/2014,3/12/2014,Employed,M,20396,Suburban,Married,Personal Auto,Collision,Branch,364.8,Four-Door Car,Medsize
SL22297,MO,Premium,Master,1/9/2012,26/8/2015,Disabled,F,27679,Suburban,Single,Personal Auto,Collision,Call Center,722.486994,SUV,Medsize
RV14138,OK,Extended,Bachelor,29/8/2017,2/9/2017,Retired,F,23904,Suburban,Single,Personal Auto,Collision,Agent,590.4,SUV,Medsize
UO62808,NE,Basic,High School or Below,5/1/2014,1/2/2017,Employed,F,65351,Suburban,Married,Corporate Auto,Hail,Call Center,481.027516,Four-Door Car,Medsize
ZX64745,MO,Basic,College,10/12/2014,18/1/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,1124.427734,SUV,Medsize
FL34139,MO,Basic,High School or Below,29/5/2015,11/9/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Call Center,669.682001,Four-Door Car,Medsize
TS11219,MO,Basic,College,14/10/2010,27/3/2012,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,1284.093173,SUV,Medsize
XX12304,MO,Basic,College,1/4/2010,12/9/2016,Employed,F,64459,Urban,Married,Personal Auto,Hail,Branch,240.259479,Four-Door Car,Medsize
SD64087,MO,Premium,College,16/5/2012,15/8/2014,Employed,M,32961,Suburban,Married,Corporate Auto,Collision,Branch,912,SUV,Small
OY38576,IA,Basic,High School or Below,15/9/2010,21/5/2015,Employed,F,71416,Suburban,Divorced,Corporate Auto,Hail,Agent,556.8,SUV,Medsize
BG76355,KS,Extended,Bachelor,2/6/2012,7/1/2017,Employed,F,68964,Rural,Married,Personal Auto,Scratch/Dent,Web,115.086827,Four-Door Car,Medsize
IP66913,MO,Extended,High School or Below,16/6/2011,29/5/2013,Employed,M,78108,Suburban,Single,Personal Auto,Hail,Agent,470.4,Two-Door Car,Small
LE95702,MO,Basic,College,6/6/2012,22/9/2012,Retired,M,10621,Suburban,Single,Special Auto,Collision,Agent,321.6,Four-Door Car,Medsize
KX54357,KS,Extended,College,10/12/2016,18/4/2017,Employed,M,84910,Urban,Married,Corporate Auto,Hail,Web,383.167471,Two-Door Car,Small
EZ78112,MO,Basic,High School or Below,10/12/2012,30/4/2014,Employed,F,77493,Urban,Single,Special Auto,Collision,Agent,307.963291,Four-Door Car,Medsize
XN16891,NE,Basic,College,20/1/2015,23/3/2017,Employed,M,81097,Suburban,Divorced,Personal Auto,Other,Agent,355.2,Four-Door Car,Small
XK31350,IA,Extended,College,15/6/2015,26/12/2015,Employed,F,96610,Suburban,Married,Corporate Auto,Other,Call Center,520.364752,Four-Door Car,Large
CC30924,IA,Premium,College,21/9/2010,12/6/2016,Employed,M,30110,Urban,Married,Corporate Auto,Other,Agent,466.436375,Sports Car,Small
IT78748,IA,Extended,High School or Below,2/1/2012,19/7/2017,Disabled,F,22081,Suburban,Married,Special Auto,Collision,Agent,451.670309,Two-Door Car,Small
KY33386,KS,Basic,High School or Below,17/9/2010,17/9/2015,Unemployed,F,0,Suburban,Divorced,Personal Auto,Collision,Web,537.6,Sports Car,Medsize
CO44221,MO,Basic,College,28/9/2010,31/1/2011,Employed,M,98473,Suburban,Married,Personal Auto,Hail,Branch,345.6,Four-Door Car,Medsize
LK60013,IA,Basic,Bachelor,15/11/2016,8/6/2017,Employed,F,97431,Suburban,Married,Personal Auto,Scratch/Dent,Branch,355.2,Four-Door Car,Medsize
DE21533,MO,Basic,Bachelor,8/9/2011,22/8/2017,Employed,M,93870,Suburban,Divorced,Personal Auto,Collision,Call Center,331.2,Four-Door Car,Medsize
YS94121,OK,Basic,High School or Below,18/7/2011,16/10/2016,Employed,M,50366,Suburban,Divorced,Personal Auto,Collision,Call Center,428.734656,Four-Door Car,Small
UK68427,KS,Extended,High School or Below,7/9/2017,18/9/2017,Employed,M,34498,Suburban,Single,Personal Auto,Hail,Branch,398.4,Two-Door Car,Small
TE49565,IA,Basic,College,5/4/2010,4/3/2017,Disabled,F,16552,Suburban,Married,Personal Auto,Hail,Call Center,494.4,SUV,Small
RA88421,IA,Extended,College,11/6/2012,24/9/2012,Employed,F,26787,Suburban,Married,Personal Auto,Scratch/Dent,Branch,369.6,Four-Door Car,Medsize
KQ51983,OK,Basic,College,23/12/2014,1/8/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,831.752839,Two-Door Car,Medsize
CD88896,OK,Basic,High School or Below,17/12/2016,20/7/2017,Employed,F,43860,Rural,Single,Corporate Auto,Hail,Agent,156.124914,Four-Door Car,Medsize
YV22553,NE,Basic,High School or Below,2/11/2014,4/4/2015,Employed,M,21474,Urban,Married,Corporate Auto,Collision,Agent,373.428187,SUV,Small
WU14435,MO,Basic,Bachelor,31/8/2016,17/4/2017,Disabled,M,18174,Suburban,Married,Corporate Auto,Collision,Agent,395.934815,Four-Door Car,Small
XV84099,NE,Basic,Bachelor,23/12/2010,6/9/2015,Unemployed,F,0,Suburban,Married,Corporate Auto,Collision,Call Center,350.4,Four-Door Car,Medsize
RI24911,NE,Basic,College,11/9/2013,21/8/2017,Employed,M,60920,Urban,Single,Personal Auto,Hail,Agent,231.201886,Two-Door Car,Medsize
KO26461,NE,Extended,High School or Below,1/1/2013,24/5/2014,Employed,M,41520,Urban,Married,Personal Auto,Collision,Agent,289.904105,Four-Door Car,Medsize
HI14283,IA,Premium,Bachelor,2/2/2011,25/6/2014,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Web,729.6,SUV,Small
PT50227,NE,Basic,High School or Below,12/5/2013,1/8/2016,Unemployed,M,0,Suburban,Married,Personal Auto,Scratch/Dent,Call Center,326.4,Two-Door Car,Medsize
BH36570,MO,Basic,Bachelor,11/7/2014,20/7/2015,Employed,M,72208,Suburban,Married,Personal Auto,Collision,Branch,350.4,Two-Door Car,Small
TX17484,MO,Basic,Bachelor,23/12/2011,9/8/2015,Employed,F,53863,Rural,Married,Personal Auto,Collision,Web,105.765111,Four-Door Car,Large
CT41158,KS,Extended,College,6/12/2011,19/5/2016,Employed,M,66446,Urban,Divorced,Corporate Auto,Hail,Branch,639.464548,SUV,Large
AO87348,KS,Basic,College,2/6/2016,20/6/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Hail,Agent,292.8,Four-Door Car,Small
DE55857,KS,Basic,Bachelor,25/2/2010,11/12/2013,Employed,F,64997,Suburban,Single,Personal Auto,Hail,Agent,383.442328,Four-Door Car,Small
LF66923,OK,Basic,High School or Below,19/5/2012,1/1/2014,Employed,F,64460,Suburban,Married,Corporate Auto,Hail,Agent,316.8,Two-Door Car,Small
CN24514,NE,Basic,College,28/6/2013,25/12/2015,Employed,F,46618,Rural,Married,Personal Auto,Scratch/Dent,Agent,99.085943,Four-Door Car,Large
UW32074,IA,Basic,College,5/5/2016,19/1/2017,Unemployed,F,0,Suburban,Divorced,Corporate Auto,Collision,Branch,307.2,Four-Door Car,Small
HP36979,MO,Extended,College,30/9/2011,17/9/2014,Employed,M,49988,Suburban,Married,Personal Auto,Hail,Web,566.935022,Two-Door Car,Large
PP40919,MO,Extended,College,24/5/2015,27/4/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,436.8,Two-Door Car,Medsize
RO73268,MO,Extended,Bachelor,24/10/2012,10/6/2017,Disabled,M,16269,Suburban,Divorced,Corporate Auto,Scratch/Dent,Agent,412.8,Two-Door Car,Medsize
HO61691,NE,Basic,Bachelor,1/5/2011,20/8/2016,Employed,F,72006,Suburban,Divorced,Personal Auto,Other,Agent,307.2,Four-Door Car,Medsize
BS13062,NE,Extended,High School or Below,6/7/2010,13/4/2015,Unemployed,F,0,Suburban,Married,Personal Auto,Other,Call Center,388.8,Four-Door Car,Small
FO35655,IA,Extended,Bachelor,30/11/2011,29/1/2015,Unemployed,M,0,Suburban,Single,Corporate Auto,Collision,Branch,2345.413441,Luxury SUV,Medsize
HR10526,MO,Basic,Master,5/4/2011,5/3/2012,Employed,M,44320,Suburban,Married,Personal Auto,Collision,Call Center,321.6,Four-Door Car,Medsize
IA63417,NE,Premium,High School or Below,29/8/2011,27/9/2013,Retired,F,19782,Suburban,Divorced,Personal Auto,Scratch/Dent,Web,773.470977,Two-Door Car,Medsize
BH35016,OK,Basic,Bachelor,2/9/2017,18/9/2017,Employed,F,63933,Suburban,Divorced,Personal Auto,Collision,Call Center,424.883448,Two-Door Car,Medsize
PK52952,NE,Basic,Doctor,14/6/2015,15/4/2017,Employed,M,28224,Suburban,Single,Personal Auto,Collision,Call Center,523.2,SUV,Medsize
OD76309,KS,Basic,College,22/7/2015,3/12/2016,Retired,F,21073,Suburban,Divorced,Personal Auto,Collision,Agent,508.8,SUV,Small
IL28481,IA,Extended,Bachelor,11/11/2015,21/3/2017,Employed,M,63243,Urban,Married,Personal Auto,Other,Call Center,364.240307,Four-Door Car,Large
GY55092,OK,Extended,High School or Below,18/10/2015,7/10/2016,Retired,M,20993,Suburban,Divorced,Personal Auto,Hail,Agent,638.4,SUV,Medsize
UF33451,IA,Extended,Bachelor,19/7/2011,24/3/2017,Employed,F,94827,Urban,Married,Personal Auto,Collision,Agent,354.729129,SUV,Medsize
CF15558,MO,Basic,Master,3/2/2016,16/3/2016,Employed,F,39161,Urban,Married,Personal Auto,Hail,Call Center,283.995953,Two-Door Car,Small
JM62924,KS,Extended,Bachelor,24/6/2015,21/8/2017,Employed,M,37534,Suburban,Married,Personal Auto,Scratch/Dent,Branch,403.2,Four-Door Car,Medsize
EM66435,IA,Basic,Bachelor,7/7/2012,29/7/2014,Employed,F,80210,Rural,Divorced,Corporate Auto,Collision,Agent,20.543176,Four-Door Car,Medsize
QX45933,MO,Basic,Bachelor,13/7/2010,19/4/2015,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Agent,385.115437,Four-Door Car,Small
JI71369,MO,Basic,College,25/2/2013,16/3/2014,Employed,F,30110,Rural,Married,Personal Auto,Collision,Web,140.165035,Four-Door Car,Medsize
JU93290,NE,Basic,College,24/8/2012,23/1/2016,Medical Leave,F,21708,Suburban,Divorced,Personal Auto,Collision,Web,326.4,Four-Door Car,Medsize
GU66096,NE,Basic,High School or Below,24/6/2013,16/4/2017,Employed,M,94731,Suburban,Married,Personal Auto,Hail,Agent,321.6,Four-Door Car,Medsize
UC33108,MO,Extended,Bachelor,2/4/2016,30/4/2017,Employed,M,32375,Suburban,Married,Personal Auto,Collision,Agent,398.4,Four-Door Car,Small
LW93867,IA,Basic,College,28/5/2014,24/7/2017,Medical Leave,M,16531,Rural,Married,Corporate Auto,Collision,Web,102.879769,Four-Door Car,Medsize
OU78470,NE,Extended,Master,1/11/2011,17/5/2015,Employed,F,32006,Rural,Single,Corporate Auto,Hail,Call Center,56.868289,Four-Door Car,Medsize
XW90265,NE,Basic,Bachelor,4/4/2017,22/4/2017,Employed,F,81676,Suburban,Married,Personal Auto,Collision,Agent,463.158502,Two-Door Car,Small
HS67749,MO,Extended,College,29/2/2012,11/9/2012,Employed,M,71038,Rural,Married,Corporate Auto,Other,Agent,205.444066,Four-Door Car,Medsize
VZ51506,NE,Basic,High School or Below,6/11/2012,6/6/2017,Unemployed,F,0,Suburban,Single,Corporate Auto,Hail,Call Center,741.6,Sports Car,Medsize
UI64281,OK,Basic,Master,3/3/2015,2/9/2017,Medical Leave,F,20832,Rural,Married,Personal Auto,Collision,Call Center,56.371967,Two-Door Car,Medsize
AE98193,KS,Basic,High School or Below,11/4/2013,12/9/2013,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,813.6,SUV,Medsize
AZ74055,IA,Premium,High School or Below,15/8/2016,5/6/2017,Employed,M,52405,Suburban,Married,Personal Auto,Other,Call Center,494.4,Four-Door Car,Medsize
XS76911,NE,Extended,High School or Below,31/12/2013,18/9/2015,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,795.864079,Sports Car,Small
AY40674,KS,Extended,Bachelor,5/1/2015,28/1/2017,Employed,F,26583,Suburban,Married,Personal Auto,Hail,Agent,614.4,SUV,Medsize
NA12740,IA,Basic,Master,13/2/2017,24/3/2017,Disabled,M,25486,Rural,Married,Special Auto,Collision,Web,72.438681,Two-Door Car,Medsize
UA84837,NE,Premium,College,22/11/2014,18/8/2015,Employed,M,24065,Suburban,Divorced,Corporate Auto,Collision,Branch,532.8,Four-Door Car,Medsize
DJ51510,NE,Premium,High School or Below,4/7/2015,30/6/2017,Employed,F,70435,Rural,Married,Personal Auto,Scratch/Dent,Agent,67.881546,Four-Door Car,Medsize
VM58985,MO,Extended,College,20/11/2015,27/12/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Scratch/Dent,Branch,402.636829,Two-Door Car,Medsize
OH60605,IA,Extended,High School or Below,22/10/2015,12/9/2016,Employed,F,39679,Suburban,Married,Personal Auto,Hail,Branch,641.388616,Two-Door Car,Medsize
UO98052,OK,Extended,College,19/3/2012,15/9/2012,Unemployed,M,0,Urban,Single,Personal Auto,Collision,Web,342.481173,Four-Door Car,Medsize
NC53424,MO,Basic,Bachelor,29/3/2012,1/9/2013,Unemployed,M,0,Suburban,Married,Personal Auto,Other,Web,331.2,Two-Door Car,Medsize
LQ13873,OK,Basic,High School or Below,31/10/2012,10/9/2013,Employed,M,53565,Suburban,Married,Personal Auto,Collision,Agent,340.8,Four-Door Car,Small
LA97014,KS,Basic,Bachelor,20/6/2015,25/9/2016,Employed,M,37574,Suburban,Married,Personal Auto,Collision,Agent,412.101933,Two-Door Car,Medsize
NB79936,KS,Premium,Bachelor,18/3/2010,29/10/2014,Employed,M,48259,Rural,Single,Personal Auto,Collision,Branch,73.700573,Two-Door Car,Medsize
NT89061,NE,Extended,High School or Below,16/8/2013,30/5/2017,Employed,F,78532,Suburban,Married,Personal Auto,Hail,Call Center,374.4,Four-Door Car,Medsize
AF10970,NE,Basic,Bachelor,11/9/2011,21/9/2017,Employed,F,96163,Suburban,Married,Corporate Auto,Collision,Call Center,350.4,Four-Door Car,Medsize
ZG48513,MO,Basic,Bachelor,2/9/2012,26/3/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,345.6,Four-Door Car,Medsize
JQ59145,MO,Basic,High School or Below,7/3/2013,24/4/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Agent,722.024742,Sports Car,Medsize
FE84989,KS,Basic,College,18/8/2014,14/8/2017,Employed,M,72672,Urban,Married,Personal Auto,Hail,Call Center,259.361117,Four-Door Car,Large
JT52858,IA,Premium,Bachelor,1/5/2011,29/3/2013,Employed,F,99002,Suburban,Married,Personal Auto,Scratch/Dent,Branch,537.6,Four-Door Car,Medsize
MC62068,MO,Extended,High School or Below,8/5/2014,7/6/2016,Employed,M,79494,Urban,Married,Personal Auto,Other,Agent,396.295614,Four-Door Car,Large
EU27538,IA,Extended,Master,30/10/2011,23/3/2017,Employed,M,35704,Rural,Married,Personal Auto,Collision,Branch,358.281562,Luxury Car,Medsize
RH42306,NE,Basic,Bachelor,29/8/2017,15/9/2017,Unemployed,F,0,Suburban,Single,Corporate Auto,Scratch/Dent,Web,653.388564,Four-Door Car,Small
US23612,IA,Premium,High School or Below,22/6/2011,8/1/2015,Disabled,F,26049,Rural,Married,Personal Auto,Collision,Call Center,121.032372,Two-Door Car,Large
WV76014,NE,Basic,Doctor,15/1/2012,19/6/2012,Employed,M,70125,Rural,Single,Special Auto,Hail,Branch,92.813396,Four-Door Car,Medsize
RK96223,MO,Basic,College,20/8/2012,25/1/2016,Employed,M,52369,Suburban,Married,Personal Auto,Collision,Agent,528,SUV,Medsize
MF82000,KS,Basic,Bachelor,3/4/2013,2/8/2016,Unemployed,F,0,Rural,Married,Special Auto,Hail,Branch,159.636956,Four-Door Car,Medsize
FM46980,NE,Basic,College,23/4/2011,16/1/2012,Employed,M,41770,Suburban,Married,Personal Auto,Hail,Branch,476.156957,Four-Door Car,Small
SY56792,IA,Premium,High School or Below,14/6/2010,3/9/2010,Unemployed,M,0,Suburban,Divorced,Corporate Auto,Scratch/Dent,Web,727.2,Four-Door Car,Medsize
RF61565,MO,Basic,College,4/6/2010,28/10/2016,Employed,M,31911,Suburban,Married,Personal Auto,Hail,Agent,321.6,Four-Door Car,Medsize
IM94808,OK,Basic,Bachelor,19/9/2011,8/5/2013,Employed,M,70051,Rural,Married,Corporate Auto,Other,Web,42.078345,Four-Door Car,Medsize
VI14730,IA,Basic,High School or Below,18/2/2016,13/3/2016,Retired,M,19683,Suburban,Married,Personal Auto,Collision,Web,561.6,Sports Car,Medsize
YR34119,KS,Basic,College,16/6/2010,3/12/2016,Employed,F,30916,Rural,Married,Personal Auto,Collision,Agent,200.11606,SUV,Small
RR77985,IA,Extended,Bachelor,19/1/2011,3/10/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,676.944023,Four-Door Car,Medsize
VC22097,KS,Basic,College,5/9/2016,31/12/2016,Unemployed,F,0,Suburban,Divorced,Corporate Auto,Collision,Agent,566.4,SUV,Medsize
WV17090,MO,Basic,Bachelor,9/8/2017,21/9/2017,Unemployed,M,0,Suburban,Married,Corporate Auto,Hail,Call Center,830.623064,SUV,Medsize
TM23514,IA,Extended,College,12/8/2014,24/1/2015,Employed,M,60145,Urban,Single,Personal Auto,Scratch/Dent,Web,580.473259,SUV,Medsize
MQ68407,IA,Premium,Bachelor,23/5/2017,8/6/2017,Employed,F,63774,Rural,Divorced,Personal Auto,Hail,Agent,60.036683,Four-Door Car,Medsize
GJ59592,MO,Basic,Bachelor,20/5/2011,24/4/2015,Employed,F,25134,Suburban,Married,Corporate Auto,Hail,Call Center,321.6,Four-Door Car,Small
FY56083,IA,Basic,Bachelor,29/8/2014,6/2/2017,Employed,M,37057,Rural,Married,Personal Auto,Collision,Agent,47.53101,Four-Door Car,Small
UA94723,IA,Basic,High School or Below,24/2/2016,25/4/2017,Employed,F,58577,Urban,Married,Personal Auto,Collision,Agent,303.872752,SUV,Medsize
FW91032,MO,Basic,High School or Below,31/8/2016,16/12/2016,Employed,M,85857,Rural,Married,Corporate Auto,Other,Agent,100.620067,Four-Door Car,Medsize
DE34457,IA,Basic,Doctor,3/3/2014,16/5/2016,Employed,F,70602,Urban,Married,Personal Auto,Scratch/Dent,Call Center,481.339891,SUV,Small
HD32044,IA,Premium,Master,6/1/2016,10/10/2016,Employed,F,33816,Suburban,Divorced,Corporate Auto,Collision,Branch,508.8,Four-Door Car,Medsize
HH30454,IA,Premium,Bachelor,26/6/2017,4/9/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Scratch/Dent,Branch,1101.6,SUV,Medsize
AH84063,IA,Extended,College,23/3/2016,10/5/2017,Employed,F,89642,Rural,Married,Corporate Auto,Scratch/Dent,Call Center,86.320022,SUV,Medsize
QA17596,MO,Extended,Bachelor,31/12/2012,23/4/2017,Employed,F,60068,Suburban,Married,Personal Auto,Hail,Agent,470.4,Two-Door Car,Small
